sr_no,work_category,work,state,ida,work_description,honble_members_of_parliament,constituency,image,completion_date,amount_disbursed_rupees,amount_disbursed_rupees_invalid_negative,source_dataset
17503,Normal/Others,WS/MP18222/2025-2026/170858-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),akhilesh yadav ji,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17504,Normal/Others,WS/MP883/2025-2026/155012-Construction of water tanks,Bihar,SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA),PRAKHAND UJIYARPUR PANCHAYAT BHAGWANPUR DESUA KE UTKRAMIT MADHAY VIDHALAY BHAGWANPUR VARD NO. 17 ME SAMUDAYIK PEYJAL PANI TANKI (WATER ATM) BHAWAN KE SATH NIRMAN,Nityanand Rai,UJJARPUR,Images,2025-10-04,322014.0,False,Works Completed.csv
17505,Normal/Others,WS/MP18222/2025-2026/170866-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),MAHENDRA MAURYA,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17506,Normal/Others,WS/MP393/2025-2026/230424-Construction of bus-sheds or bus-stops,Tamil Nadu,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),"(MP SCHEME 2022-23) Construction of bus Sheds in Aranthangi Pattukottai Road Arivoli Nagar, Keeramangalam North in Keeramangalam Town Panchayat",Shri Karti P Chidambaram,SIVAGANGA,Images,2025-10-04,600000.0,False,Works Completed.csv
17507,Normal/Others,WS/MP18222/2025-2026/169999-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),imtiyaz ke ghar ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17508,Normal/Others,WS/MP883/2025-2026/155115-Construction of water tanks,Bihar,SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA),PRAKHAND UJIYARPUR PANCHAYAT CHANDCHAUR PURVI KE PRATHMIK VIDHALAY JANAKPUR PURVI WARD NO.- 10 ME SAMUDAYIK PEYJAL PANI TANKI (WATER ATM) BHAWAN KE SATH NIRMAN,Nityanand Rai,UJJARPUR,Images,2025-10-04,322014.0,False,Works Completed.csv
17509,Normal/Others,WS/MP883/2025-2026/155010-Construction of water tanks,Bihar,SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA),PRAKHAND UJIYARPUR PANCHAYAT BIRNAMATULA KE UTKRAMIT HAEE SKUL SUPAUL VARD NO.08 ME SAMUDAYIK PEYJAL PANI TANKI (WATER ATM) BHAWAN KE SATH NIRMAN,Nityanand Rai,UJJARPUR,Images,2025-10-04,322014.0,False,Works Completed.csv
17510,Normal/Others,WS/MP818/2025-2026/174346-Construction of rooms and halls in school and colleges,Uttar Pradesh,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),District Mainpuri Assembly Karhal Tehsil Karhal Block Karhal Itwa Bypass Road Gadhiya Crossing Karhal Construction work of teachers room in Vishal Public School Shri Brij Kumar Yadav 8077133422,Smt Dimple Yadav,MAINPURI,Images,2026-07-21,477361.0,False,Works Completed.csv
17511,Normal/Others,WS/MP883/2025-2026/155013-Construction of water tanks,Bihar,SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA),PRAKHAND UJIYARPUR PANCHAYAT LOHAGIR KE UTKRAMIT MADHAY VIDHALAY PACHATRA VARD NO.12 ME SAMUDAYIK PEYJAL PANI TANKI (WATER ATM) BHAWAN KE SATH NIRMAN,Nityanand Rai,UJJARPUR,Images,2025-10-04,322014.0,False,Works Completed.csv
17512,Normal/Others,WS/MP883/2025-2026/155017-Construction of water tanks,Bihar,SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA),PRAKHAND UJIYARPUR PANCHAYAT GAANWPUR KE PRATHMIK VIDHALAY (CINEMA CHAUK GAANWPUR) ME SAMUDAYIK PEYJAL PANI TANKI (WATER ATM) BHAWAN KE SATH NIRMAN,Nityanand Rai,UJJARPUR,Images,2025-10-04,322014.0,False,Works Completed.csv
17513,Normal/Others,WS/MP883/2025-2026/155011-Construction of water tanks,Bihar,SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA),PRAKHAND UJIYARPUR PANCHAYAT CHAITA DAKSHINI KE RAJAYKIYE MADHAY VIDHALAY SANGMA VARD NO. 10 ME SAMUDAYIK PEYJAL PANI TANKI (WATER ATM) BHAWAN KE SATH NIRMAN,Nityanand Rai,UJJARPUR,Images,2025-10-04,322014.0,False,Works Completed.csv
17514,Normal/Others,WS/MP883/2025-2026/155113-Construction of water tanks,Bihar,SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA),PRAKHAND UJIYARPUR PANCHAYAT SATANPUR KE PAYARELAL SAH UCHCH VIDHALAY SATANPUR ME SAMUDAYIK PEYJAL PANI TANKI (WATER ATM) BHAWAN KE SATH NIRMAN,Nityanand Rai,UJJARPUR,Images,2025-10-04,322014.0,False,Works Completed.csv
17515,Normal/Others,"WS/MP18054/2025-2026/178417-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),Construction of RCC Block Village vadi to b.s.c.c. kothee in village rupal,HARIBHAI PATEL,MAHESANA,,2025-11-08,100000.0,False,Works Completed.csv
17516,Normal/Others,WS/MP582/2024-2025/141893-Lighting of public spaces,Gujarat,SURAT(DISTRICT COLLECTOR SURAT_IDA),"the following facility work regarding placing electricity pole near the field in front of the P.S., fixing till commissioning 11.00 M.T.R.G.I. Tuber Light Poles with 150 Volt 6 Flooded LEDs Lights Attachment and Leader with 1 Year Maintenance Work Nos.1, at Mahuvaria village near temple Taluka Mahuva District Surat",Prabhubhai Nagarbhai Vasava,BARDOLI(ST),Images,2026-01-22,191980.0,False,Works Completed.csv
17517,Normal/Others,WS/MP18166/2025-2026/225532-Development of playground,Rajasthan,JALORE(DISTRICT COLLECTOR JALORE_IDA),Tin Shade work in Govt Sr.Sec.School Bhal Sephta GP Bhagal Sephta PS Bhinmal Dist Jalore,LUMBARAM,JALORE,,2026-01-01,936452.0,False,Works Completed.csv
17518,Normal/Others,WS/MP18166/2025-2026/220778-Development of playground,Rajasthan,JALORE(DISTRICT COLLECTOR JALORE_IDA),Development in Playground of Govt Sr Sec School Serna- Tinshed in playground PS Bhinmal Dist Jalore,LUMBARAM,JALORE,,2026-01-13,998437.0,False,Works Completed.csv
17519,Normal/Others,"WS/MP18199/2024-2025/136955-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,AMBEDKAR NAGAR(DISTRICT MAGISTRATE AMBEDKAR NAGAR_IDA),GRAM PACHYAT PETHIA PARKAULI PICH ROAD NAVANAGAR ME SURYAJEET MAURYA KE GHAR PICHROAD SE BANARASI RAJBHAR KE GHAR TAK INTERLOCKING KARYA DURI 217M,LALJI VERMA,AMBEDKAR NAGAR,,2026-02-07,925886.0,False,Works Completed.csv
17520,Normal/Others,WS/MP18006/2024-2025/141947-Construction of water tanks,Andhra Pradesh,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),"Construction of 60KL, ELSR at Kondamitta (Vinayakapuram) in wardno.28 in Chittoor Municipal Corporation, Chittoor Constituency.",DAGGUMALLA PRASADA RAO,CHITTOOR,Images,2025-10-06,3037130.0,False,Works Completed.csv
17521,Normal/Others,"WS/MP429/2025-2026/232072-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,KOREA(Collector Korea_IDA),CC Road construction in Gram Bakira from Nahar Nala to Main Road.,Jyotsna Charandas Mahant,KORBA,Images,2026-01-08,449842.0,False,Works Completed.csv
17522,Normal/Others,WS/MP18311/2025-2026/219478-Development of public parks,Punjab,S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA),Development of public parking area near gurudwara sahib Barauli,MALVINDER SINGH KANG,ANANDPUR SAHIB,,2026-01-21,200000.0,False,Works Completed.csv
17523,Normal/Others,"WS/MP18324/2025-2026/215173-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,AMRELI(DISTRICT COLLECTOR AMRELI_IDA),Block paving work from Arvindbhai Hirpara house to Laljibhai Bharwad house in Katarpara village.,BHARATBHAI MANUBHAI SUTARIYA,AMRELI,,2025-10-28,300000.0,False,Works Completed.csv
17524,Trust and Society,WS/MP18158/2025-2026/200748-Construction of community centers and community halls,Punjab,PATIALA(DEPUTY COMMISSIONER PATIALA_IDA),Construction of Community Hall and Bathrooms for BHAGWAN PARSURAM DHARAMSHALA AND BRAHMIN SABHA BHAWAN SAMANA WARD NO 3,DR DHARAMVIRA GANDHI,PATIALA,Images,2025-10-13,293410.0,False,Works Completed.csv
17525,Normal/Others,WS/MP347/2024-2025/166715-Street lights,Kerala,KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),"Provide Minimast light at Pulimoodu Junction, Market Ward, Pattazhy GP",Shri Suresh Kodikunnil,MAVELIKKARA(SC),Images,2025-10-06,225138.0,False,Works Completed.csv
17526,Normal/Others,WS/MP021/2025-2026/196151-Purchase of furniture and fixtures for educational purposes,Uttarakhand,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Janpad Nainital ke antargat ke antargat ward number 18 P M shri rajkiy Balika Inter College Haldwani mein Furniture kairy Hetu,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,Images,2025-10-09,247800.0,False,Works Completed.csv
17527,Normal/Others,WS/MP021/2025-2026/197608-Purchase of furniture and fixtures for educational purposes,Uttarakhand,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Janpad Nainital ke antargat ke antargat ward number 18 P M shri rajkiy Balika Inter College Haldwani mein Furniture kairy Hetu,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,Images,2025-10-09,249924.0,False,Works Completed.csv
17528,Trust and Society,WS/MP618/2025-2026/212218-Construction of community centers and community halls,Karnataka,BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA),Construction of Community Hall in BAGALKOTE town Property No.Unit No.1 Sector No.55 Plot No.55 59 Shri. Basav Ganiger Rait Samiti Bagalkot,Parvatagouda Chandanagouda Gaddigoudar,BAGALKOT,Images,2025-10-06,375000.0,False,Works Completed.csv
17529,Normal/Others,WS/MP372/2025-2026/208091-Lighting of public spaces,Odisha,Kataka(DISTRICT COLLECTOR CUTTACK_IDA),"INSTALLATION OF INTEGRATED SOLAR STREET LIGHT NEAR TUSAR BEURA HOUSE, WARD NO.14 SAFIPUR, BABUJANGA",Shri Bhartruhari Mahtab,CUTTACK,Images,2025-10-06,28000.0,False,Works Completed.csv
17530,Normal/Others,WS/MP372/2025-2026/208925-Lighting of public spaces,Odisha,Kataka(DISTRICT COLLECTOR CUTTACK_IDA),"INSTALLATION OF INTEGRATED SOLAR STREET LIGHT NEAR BAJARANGIBALI MANDAP, WARD NO.9, BABUJANGA",Shri Bhartruhari Mahtab,CUTTACK,Images,2025-10-06,28000.0,False,Works Completed.csv
17531,Normal/Others,"WS/MP18069/2025-2026/212336-Construction of roads, link roads, pathways or any other road with or without drainage system",Himachal Pradesh,KANGRA(DEPUTY COMMISSIONER KANGRA_IDA),C.O Ambulance road from Murari House to Kedarnath House ward no 2,RAJEEV BHARDWAJ,KANGRA,Images,2026-03-16,350000.0,False,Works Completed.csv
17532,Normal/Others,WS/MP18168/2025-2026/234964-Construction of footpaths and pedestrian ways,Rajasthan,KARAULI(DISTRICT COLLECTOR KARAULI_IDA),interlocking road with NALI construction from vinod s house to SAMSHAN ghat in village and gp REWAI,BHAJAN LAL JATAV,KARAULI-DHOLPUR(SC),,2025-11-19,699859.0,False,Works Completed.csv
17533,Normal/Others,WS/MP18055/2025-2026/185582-Construction of footpaths and pedestrian ways,Gujarat,PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),PEWER BLOCK WORK IN PRABHATBHAI FALIYA,RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,Images,2025-10-06,200000.0,False,Works Completed.csv
17534,Normal/Others,WS/MP372/2025-2026/211309-Lighting of public spaces,Odisha,Kataka(DISTRICT COLLECTOR CUTTACK_IDA),"INSTALLATION OF INTEGRATED SOLAR STREET LIGHT NEAR BICHITRA SWAIN HOUSE, WARD NO.10 , BABUJANGA",Shri Bhartruhari Mahtab,CUTTACK,Images,2025-10-06,28000.0,False,Works Completed.csv
17535,Normal/Others,"WS/MP18055/2025-2026/176624-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),ROYAN BALVANTSINH HOUSE TO RIVER CEMENT CONCREAT ROAD WORK,RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,Images,2025-10-06,200000.0,False,Works Completed.csv
17536,Normal/Others,"WS/MP18192/2025-2026/229749-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",Telangana,NAGARKURNOOL(DISTRICT COLLECTOR NAGARKURNOOL_IDA),Providing motorized tricycle to Boggu Srikanth Son of Kistaiah,DR.MALLU RAVI,NAGARKURNOOL(SC),,2025-10-07,139090.0,False,Works Completed.csv
17537,Normal/Others,WS/MP761/2024-2025/139000-Construction of boundary walls of existing public and community buildings,Telangana,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Construction of Compound wall to existing community hall near Munnurukapu Kalyana Mandapam,Arvind Dharmapuri,NIZAMABAD,,2025-10-06,400000.0,False,Works Completed.csv
17538,Normal/Others,WS/MP18055/2025-2026/176618-Construction of boundary walls of existing public and community buildings,Gujarat,PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),COMPOUND WALL FOR CERMITION,RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,Images,2025-10-06,200000.0,False,Works Completed.csv
17539,Normal/Others,"WS/MP18055/2025-2026/176596-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),PEWAR BLOCK IN PRIMARY SCHOOL KHODI NA MUVADA,RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,Images,2025-10-06,200000.0,False,Works Completed.csv
17540,Normal/Others,WS/MP18338/2025-2026/179208-Construction of common work sheds/ common covered sitting area,Telangana,NALGONDA(DISTRICT COLLECTOR NALGONDA),Construction of shed to Kattangur Farmers trinning producer company - 2 in Gangadevigudem,CHAMALA KIRAN KUMAR REDDY,BHONGIR,Images,2025-10-06,499338.0,False,Works Completed.csv
17541,Normal/Others,WS/MP18043/2025-2026/203624-Installation of multi-gym equipment,Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),"apagred highy secondary school,Paharia me open gym ka nirman kary",MANOJ KUMAR,SASARAM(SC),Images,2025-10-06,1499860.0,False,Works Completed.csv
17542,Normal/Others,WS/MP18043/2025-2026/203773-Installation of multi-gym equipment,Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),"Ten pluse two highy secondary school, Siswar me open gym ka nirman kary",MANOJ KUMAR,SASARAM(SC),Images,2025-10-06,1499860.0,False,Works Completed.csv
17543,Repair and Renovation,WS/MP18156/2025-2026/184803-Renovation of ponds and lakes,Punjab,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Renovate Of Village Pond Village Kala Bahian,CHARANJIT SINGH CHANNI,JALANDHAR(SC),Images,2026-02-10,200000.0,False,Works Completed.csv
17544,Normal/Others,WS/MP18043/2025-2026/203626-Installation of multi-gym equipment,Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),"s.s school, Bamhaur me open gym ka nirman kary",MANOJ KUMAR,SASARAM(SC),Images,2025-10-06,1499860.0,False,Works Completed.csv
17545,Normal/Others,WS/MP18043/2025-2026/203623-Installation of multi-gym equipment,Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),"apagred highy secondary school, sikandarpur me open gym ka nirman kary",MANOJ KUMAR,SASARAM(SC),Images,2025-10-06,1499860.0,False,Works Completed.csv
17546,Normal/Others,WS/MP380/2025-2026/192889-Street lights,Punjab,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),FOR STREET LIGHTS,Shri Amar Singh,FATEHGARH SAHIB(SC),Images,2025-11-13,293025.0,False,Works Completed.csv
17547,Normal/Others,WS/MP18222/2025-2026/169998-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),rudra pratap yadav ke ghar ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17548,Normal/Others,WS/MP18043/2025-2026/203625-Installation of multi-gym equipment,Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),"apagred highy secondary school, dadar me open gym ka nirman kary",MANOJ KUMAR,SASARAM(SC),Images,2025-10-06,1499860.0,False,Works Completed.csv
17549,Normal/Others,WS/MP18222/2025-2026/169997-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),dheeraj maurya ke makan ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17550,Normal/Others,WS/MP18222/2025-2026/169996-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),vinod ke ghar ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17551,Normal/Others,WS/MP18222/2025-2026/169994-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),rajkumar maurya ke makan ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17552,Normal/Others,WS/MP18222/2025-2026/169995-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),dileep yadav ke ghar ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17553,Normal/Others,WS/MP18043/2025-2026/203774-Installation of multi-gym equipment,Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),"Shri J.S adarsh highy school, Chaurasiya me open gym ka nirman kary",MANOJ KUMAR,SASARAM(SC),Images,2025-10-06,1499860.0,False,Works Completed.csv
17554,Normal/Others,WS/MP18137/2025-2026/162034-Construction of rooms and halls in school and colleges,Meghalaya,RI BHOI(DEPUTY COMMISSIONER RIBHOI NONGPOH_IDA),Financial aid to Plielad Secondary School for construction of classroom,ANDREW J. SYNGKON,SHILLONG,Images,2026-03-30,200000.0,False,Works Completed.csv
17555,Normal/Others,"WS/MP370/2025-2026/206337-Purchase of IT systems, including hardware and software for educational purposes",Odisha,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),"Computer Education project at Govt. U.P. School, Mundharkhet, GP-Munderkhet",Shri Jual Oram,SUNDARGARH (ST),Images,2025-10-06,480000.0,False,Works Completed.csv
17556,Normal/Others,WS/MP18032/2025-2026/192408-Installation of fixed garden gym equipment,Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),Installation of gym according to letter at Sahuka stadium,SUDHAKAR SINGH,BUXAR,Images,2025-10-06,1499860.0,False,Works Completed.csv
17557,Normal/Others,WS/MP380/2025-2026/192890-Street lights,Punjab,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),FOR STREET LIGHTS,Shri Amar Singh,FATEHGARH SAHIB(SC),Images,2025-11-14,293025.0,False,Works Completed.csv
17558,Normal/Others,WS/MP380/2025-2026/192913-Street lights,Punjab,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),FOR STREET LIGHTS,Shri Amar Singh,FATEHGARH SAHIB(SC),Images,2025-11-14,199257.0,False,Works Completed.csv
17559,Normal/Others,"WS/MP18054/2025-2026/162822-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),CC Road Work in Bus Stand to Jio Tower in the Village,HARIBHAI PATEL,MAHESANA,Images,2025-10-06,200000.0,False,Works Completed.csv
17560,Normal/Others,WS/MP18032/2025-2026/192409-Installation of fixed garden gym equipment,Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),"Installation of gym according to letter at Durgawati college, Bichhiya",SUDHAKAR SINGH,BUXAR,Images,2025-10-06,1499860.0,False,Works Completed.csv
17561,Normal/Others,WS/MP380/2025-2026/192908-Street lights,Punjab,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),FOR STREET LIGHTS,Shri Amar Singh,FATEHGARH SAHIB(SC),Images,2025-11-14,199257.0,False,Works Completed.csv
17562,Normal/Others,"WS/MP18054/2025-2026/162787-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),RCC Block work in Both side of main bus stop to in front of laxmipura along with Devipujak vas to main damar road,HARIBHAI PATEL,MAHESANA,Images,2025-10-06,100000.0,False,Works Completed.csv
17563,Normal/Others,WS/MP18157/2025-2026/172343-Street lights,Punjab,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),"Installation of 30 Solar Lights in Village Umaidpur, Block Dehlon, Distt. Ludhiana",AMRINDER SINGH RAJA WARRING,LUDHIANA,Images,2025-11-14,347460.0,False,Works Completed.csv
17564,Normal/Others,WS/MP18032/2025-2026/192425-Installation of fixed garden gym equipment,Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),"Installation of gym according to letter at High School, Dewhaliya",SUDHAKAR SINGH,BUXAR,Images,2025-10-06,1499860.0,False,Works Completed.csv
17565,Normal/Others,WS/MP18222/2025-2026/169991-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),rajkumar yadav yadav ke makan ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17566,Normal/Others,WS/MP18157/2025-2026/172345-Street lights,Punjab,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),"Installation of 17 Solar Lights in Village Rajapur Patti, Block Ludhiana-1, Distt. Ludhiana",AMRINDER SINGH RAJA WARRING,LUDHIANA,Images,2025-11-14,196894.0,False,Works Completed.csv
17567,Normal/Others,WS/MP18222/2025-2026/169965-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),thakurdeen yadav ke ghar ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17568,Normal/Others,WS/MP18222/2025-2026/169964-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),ramesh yadav ke makan ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17569,Normal/Others,WS/MP18222/2025-2026/169953-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),amr bahadur yadav ke ghar ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17570,Normal/Others,"WS/MP18214/2025-2026/191571-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,ETAWAH(DISTRICT MAGISTRATE ETAWAH_IDA),Block Bharthana Mohalla Prakoshth Nagar Men Shri Mulayam Singh ke Ghar se Usrahar Road Tak Inater Laucking v Nali Ka Nav nirman Kaary,JITENDRA KUMAR DOHARE,ETAWAH(SC),Images,2025-10-06,659313.0,False,Works Completed.csv
17571,Normal/Others,WS/MP18032/2025-2026/192426-Installation of fixed garden gym equipment,Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),"Installation of gym according to letter at High School, Karnpura",SUDHAKAR SINGH,BUXAR,Images,2025-10-06,1499860.0,False,Works Completed.csv
17572,Normal/Others,WS/MP18032/2025-2026/192427-Installation of fixed garden gym equipment,Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),"Installation of gym according to letter at Gram Bharti Balika Vidyapith, Ramgarh",SUDHAKAR SINGH,BUXAR,Images,2025-10-06,1499860.0,False,Works Completed.csv
17573,Normal/Others,WS/MP300/2024-2025/160269-Installing community drinking water plants,Odisha,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),"Block-Bhubaneswar, Installation of Cold Drinking Water at Sani Temple, Ward No.-29",Smt Aparajita Sarangi,BHUBANESWAR,,2025-10-06,100000.0,False,Works Completed.csv
17574,Normal/Others,WS/MP18037/2025-2026/173408-Construction of public libraries and reading rooms,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),school reading room,RAJA RAM SINGH,KARAKAT,Images,2026-01-02,1496167.0,False,Works Completed.csv
17575,Normal/Others,WS/MP18043/2025-2026/203622-Installation of multi-gym equipment,Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),"Babhani apagred highy secondary school, babhani me open gym ka nirman kary",MANOJ KUMAR,SASARAM(SC),Images,2025-10-06,1499860.0,False,Works Completed.csv
17576,Normal/Others,WS/MP18032/2025-2026/192429-Installation of fixed garden gym equipment,Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),"Installation of gym according to letter at Mahuar Staduim, Mahuar",SUDHAKAR SINGH,BUXAR,Images,2025-10-06,1499860.0,False,Works Completed.csv
